"keyLexeme","keyRoot","strLexeme","keySeyame","keyAttrType","keyAttrCategory","keyAttrListing","keyMorphSuffix1","keyMorphSuffix2","keyMorphSuffix3","keyMorphPrefix","keyMorphVowel1","keyMorphVowel2","keyMorphVowel3","keyMorphVowel4","intMorphVowels","keyMorphRadicalType","keyMorphForm"
20,15,"AGONA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
21,16,"AGOSYOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
22,17,"AGORSA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23,18,"AGNA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
24,19,"AG;RA",0,0,1,0,0,0,0,0,1,4,0,0,2,2,1
25,19,"AGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,19,"AGRA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,1
27,20,"AGRA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
28,21,"AGRIOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
29,22,"AGRTA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
30,23,"ADOM",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
31,24,"AD;",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
32,25,"ADM",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
33,26,"ADNA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
34,27,"ADRA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
35,28,"ADRMNYOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
36,29,"ADWA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
37,30,"AHRON",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
38,31,"AO",0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
39,32,"AO",0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
40,33,"AOA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,33,"AO;OTA",0,0,4,0,0,0,1,0,1,0,0,0,1,2,1
42,33,"AONA",1,0,4,0,3,0,0,0,1,0,0,0,1,2,1
43,34,"AOBOLOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
44,35,"AOHD;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
45,36,"AOY;COS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
46,37,"AOCRSY;A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
47,38,"AOMNA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,0
48,38,"AOMNOTA",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
49,39,"AON",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
50,40,"AONGL;ON",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
51,41,"AON;XA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
52,42,"AO/RA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
53,43,"AOX;NA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
54,44,"AORBNOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
55,45,"AORDEA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
56,2042,"AOROS",0,0,6,0,0,0,0,0,0,0,0,0,0,2,0
57,46,"AORXL;DON",0,0,6,0,0,0,0,0,0,0,0,0,0,5,0
58,47,"AORKA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
59,48,"AOR;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
60,49,"AOR;A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
61,50,"AOR;TA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
62,51,"AORWLM",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
63,52,"AOWENA",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
64,53,"AZOYOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
65,54,"AZL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,55,"AKA",0,0,4,0,0,0,0,0,1,0,0,0,1,1,0
67,55,"AKOTA",0,0,4,0,0,0,1,0,1,0,0,0,1,1,0
68,55,"AK;NA",0,0,8,0,4,0,0,0,0,2,0,0,1,1,0
69,55,"KTA",0,0,4,0,0,0,0,0,2,0,0,0,1,1,0
70,56,"AOKDNA",0,0,4,0,4,0,0,0,5,0,0,0,1,2,1
71,56,"AKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,56,"AK;D-CL",0,0,10,0,0,0,0,0,1,4,0,0,2,6,1
73,57,"AKZ",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
74,58,"A;DA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
75,59,"A;O",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
76,60,"A;OB",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
77,61,"A;ZGDA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
78,62,"A;YOR;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
79,63,"A;YL;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
80,661,"A;YL;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
81,64,"A;YL;XA",1,0,12,0,11,0,0,0,0,0,0,0,0,0,0
82,65,"A;C",0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
83,66,"A;CA",0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
84,67,"A;CNA",0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
85,68,"A;L",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
86,69,"A;LA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
87,69,"A;LNA",0,0,4,0,4,0,0,0,4,2,0,0,2,2,0
88,70,"A;MCA",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
89,71,"A;MMA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
90,72,"A;N",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
91,73,"A;NA",0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
92,74,"A;SON",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
93,75,"A;SKX",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
94,76,"A;SCR",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
95,77,"A;SRA;L",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
96,77,"A;SRL;A",0,0,12,0,2,0,0,0,0,0,0,0,0,0,0
193,143,"ANS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,144,"ANS;MOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
195,145,"ANWA",0,0,4,0,0,0,0,0,0,2,0,0,1,2,0
196,145,"ANWOTA",0,0,4,0,0,0,1,0,0,2,0,0,1,2,0
197,146,"ANT",0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
198,147,"ANTOIYOS",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
199,148,"ANTTA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
200,149,"ASA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
201,150,"ASDA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
202,151,"ASOYA",0,0,8,0,0,0,0,0,2,5,0,0,2,2,0
203,151,"ASOYOTA",0,0,4,0,0,0,1,0,2,5,0,0,2,2,0
204,152,"ASONXRYOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
205,153,"ASYDA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
206,154,"ASYOA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
207,155,"ASYOA;XO",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
208,156,"ASYOCSA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
209,157,"ASYOMCA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
210,158,"ASYCOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
211,159,"ASYLA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
212,160,"ASYS;S",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
213,161,"ASYINA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
214,162,"ASYINOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
215,163,"ASYRY;A",0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
216,163,"ASYRY;GA",0,0,4,0,0,0,0,0,0,0,0,0,0,5,0
217,163,"ASYRY;OYA",0,0,4,0,0,0,1,0,0,0,0,0,0,4,0
218,164,"ASYRN;A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
219,165,"AS;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
220,166,"ASA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,166,"AS;A",0,0,4,0,0,0,0,0,2,0,0,0,1,2,1
222,166,"AS;OTA",0,0,4,0,0,0,1,0,2,0,0,0,1,2,1
223,167,"ASCOLA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
224,168,"ASCMA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
225,169,"ASN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,170,"ASIOGA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
227,171,"ASIOXLYRA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
228,172,"ASI;RA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
229,173,"ASIN;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
230,174,"ASIS",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
231,175,"ASIR;DA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
232,176,"ASORA",0,0,4,0,0,0,0,0,1,5,0,0,2,2,1
233,176,"ASOR;A",0,0,4,0,2,0,0,0,1,5,0,0,2,2,1
234,176,"AS;RA",0,0,1,0,0,0,0,0,1,4,0,0,2,2,1
235,176,"ASR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,176,"ASRA",0,0,4,0,0,0,0,0,1,2,0,0,2,2,1
237,176,"MASRTA",1,0,4,0,1,0,0,1,3,2,0,0,2,2,1
238,177,"ASRA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
239,178,"WTASTA",0,0,4,0,0,0,0,0,0,0,0,0,0,6,0
240,179,"AST;RA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
241,180,"AEI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,180,"AEIA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,3
243,181,"AI",0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
244,,"AIN",0,0,9,0,0,0,0,0,0,0,0,0,0,6,0
245,182,"AIA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
246,183,"AIODA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
247,184,"AIOLON;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
248,185,"AI;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
249,186,"AI;OS-IOROS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
250,187,"AI;YROIA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
251,188,"AI;SXOIA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
252,189,"AI;XOROS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
253,190,"AILA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
254,191,"AILO",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
255,192,"AINYOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
256,193,"AISON;TA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
257,2041,"AISOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
258,194,"AIS;A",0,0,12,0,0,1,0,0,0,0,0,0,0,0,0
259,195,"AISNT;ON",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
260,196,"AIIRA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
261,197,"AIIROD;YOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
262,198,"AIR;M",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
263,199,"AIRSNA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
264,200,"AXOLAS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
265,201,"ARB;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
266,2011,"ERB;A",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
267,202,"ARBEA",0,0,7,0,0,0,0,0,1,0,0,0,1,3,0
268,202,"ARBE;N",0,0,7,0,12,0,0,0,1,0,0,0,1,3,0
269,202,"ARBEMAA",0,0,7,0,0,0,0,0,0,0,0,1,1,6,0
270,202,"ARBESR",0,0,7,0,0,0,0,0,0,0,0,0,0,6,0
271,202,"MRBEA;T",0,0,11,0,0,0,1,1,1,0,0,0,1,2,0
272,202,"RB;E;A",0,0,8,0,0,1,0,0,0,4,0,0,1,2,0
273,202,"RBE",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
274,202,"RBEA",0,0,4,0,0,0,0,0,3,0,0,0,1,2,0
275,202,"ROBEA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,0
276,203,"ARGONA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
277,204,"ARDCLA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
278,205,"ARYOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
279,206,"ARYMAA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
280,207,"ARYM;S",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
281,208,"AR;A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
282,209,"AR;OS-IAGOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
283,210,"AORCA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,1
284,210,"AR;CA",0,0,8,0,0,0,0,0,1,4,0,0,2,2,1
285,210,"ARC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,211,"ARCA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
287,211,"ARCONA",0,0,4,0,6,0,0,0,1,0,0,0,1,2,0
288,212,"ARC;IOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
289,213,"ARCLAOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
290,214,"ARM",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
291,215,"ARM",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
292,215,"ARMA;T",0,0,11,0,0,0,2,0,0,0,0,0,0,0,0
293,215,"ARM;A",0,0,12,0,0,1,0,0,0,0,0,0,0,0,0
294,216,"ARM;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
295,217,"ARMLTA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,15
296,218,"ARMNON",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
297,219,"ARSYBOLOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
298,220,"ARSYOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
299,221,"ARSYRCOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
300,222,"AOREA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,1
301,222,"ARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,223,"AREA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
303,223,"AREN;A",0,0,8,0,4,1,0,0,1,0,0,0,1,2,0
304,224,"AREO",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
305,225,"ARICWR",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
306,226,"AWD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,227,"AW;R",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
308,228,"AWE;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
309,229,"AWTA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
310,230,"AWTA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
311,230,"WTASTA",0,0,4,0,0,0,0,0,0,0,0,0,0,6,0
312,231,"AWTOI",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
313,232,"AWTXD;",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
314,233,"ATA",0,0,4,0,0,0,0,0,2,0,0,0,1,2,0
315,233,"ATOTA",1,0,4,0,1,0,0,0,2,0,0,0,1,2,0
316,234,"ATA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,234,"MAT;A",0,0,4,0,2,0,0,1,3,0,0,0,1,2,1
318,234,"MAT;TA",0,0,4,0,0,2,0,1,3,0,0,0,1,2,1
319,235,"ATONA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
320,236,"ATML;",0,0,9,0,0,0,0,0,0,0,0,0,0,0,15
321,237,"ATNA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
322,2043,"ATNOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
323,238,"ATN;A",0,0,12,0,0,1,0,0,0,0,0,0,0,0,0
324,239,"ATRA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
325,239,"BTR",0,0,9,0,0,0,0,0,0,0,0,0,0,6,0
326,239,"BTRCN",0,0,9,0,0,0,0,0,0,0,0,0,0,6,0
327,240,"B",0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
328,241,"BARA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
329,242,"BAW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,242,"B;WA",0,0,8,0,0,0,0,0,4,0,0,0,1,2,1
331,242,"B;WA;T",0,0,11,0,0,0,2,0,4,0,0,0,1,2,1
332,242,"B;WOTA",0,0,4,0,0,0,1,0,4,0,0,0,1,2,1
333,243,"BBL",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
